CountyState,CountyLatLong,CountyName,State,Lat,Long
"ATLANTIC County ,NJ","ATLANTIC County ,NJ,39.533338,-74.686882",ATLANTIC County ,NJ,39.533338,-74.686882
"ATOKA County ,OK","ATOKA County ,OK,34.45099,-95.983258",ATOKA County ,OK,34.45099,-95.983258
"ATTALA County ,MS","ATTALA County ,MS,33.168327,-89.625165",ATTALA County ,MS,33.168327,-89.625165
"AUDRAIN County ,MO","AUDRAIN County ,MO,39.221953,-91.909924",AUDRAIN County ,MO,39.221953,-91.909924
"AUDUBON County ,IA","AUDUBON County ,IA,41.732683,-94.976654",AUDUBON County ,IA,41.732683,-94.976654
"AUGLAIZE County ,OH","AUGLAIZE County ,OH,40.578156,-84.354205",AUGLAIZE County ,OH,40.578156,-84.354205
"AUGUSTA County ,VA","AUGUSTA County ,VA,38.200456,-79.245115",AUGUSTA County ,VA,38.200456,-79.245115
"AUSTIN County ,TX","AUSTIN County ,TX,29.871129,-96.280086",AUSTIN County ,TX,29.871129,-96.280086
"AUTAUGA County ,AL","AUTAUGA County ,AL,32.579182,-86.499655",AUTAUGA County ,AL,32.579182,-86.499655
"AVERY County ,NC","AVERY County ,NC,36.119841,-81.909826",AVERY County ,NC,36.119841,-81.909826
"AVOYELLES County ,LA","AVOYELLES County ,LA,30.971182,-92.06652",AVOYELLES County ,LA,30.971182,-92.06652
"BACA County ,CO","BACA County ,CO,37.394731,-102.529803",BACA County ,CO,37.394731,-102.529803
"BACON County ,GA","BACON County ,GA,31.541209,-82.43194",BACON County ,GA,31.541209,-82.43194
"BAILEY County ,TX","BAILEY County ,TX,34.091306,-102.89751",BAILEY County ,TX,34.091306,-102.89751
"BAKER County ,FL","BAKER County ,FL,30.393117,-82.301773",BAKER County ,FL,30.393117,-82.301773
"BAKER County ,GA","BAKER County ,GA,31.281604,-84.480261",BAKER County ,GA,31.281604,-84.480261
"BAKER County ,OR","BAKER County ,OR,44.76523,-117.67692",BAKER County ,OR,44.76523,-117.67692
"BALDWIN County ,AL","BALDWIN County ,AL,30.601074,-87.776333",BALDWIN County ,AL,30.601074,-87.776333
"BALDWIN County ,GA","BALDWIN County ,GA,33.033808,-83.293409",BALDWIN County ,GA,33.033808,-83.293409
"BALLARD County ,KY","BALLARD County ,KY,37.035987,-89.017933",BALLARD County ,KY,37.035987,-89.017933
"BALTIMORE CITY County ,MD","BALTIMORE CITY County ,MD,39.399494,-76.60685",BALTIMORE CITY County ,MD,39.399494,-76.60685
"BALTIMORE County ,MD","BALTIMORE County ,MD,39.464767,-76.733652",BALTIMORE County ,MD,39.464767,-76.733652
"BAMBERG County ,SC","BAMBERG County ,SC,33.20744,-81.075466",BAMBERG County ,SC,33.20744,-81.075466
"BANDERA County ,TX","BANDERA County ,TX,29.740414,-99.278558",BANDERA County ,TX,29.740414,-99.278558
"BANKS County ,GA","BANKS County ,GA,34.378542,-83.464355",BANKS County ,GA,34.378542,-83.464355
"BANNOCK County ,ID","BANNOCK County ,ID,42.583636,-112.143022",BANNOCK County ,ID,42.583636,-112.143022
"BARAGA County ,MI","BARAGA County ,MI,46.735276,-88.30104",BARAGA County ,MI,46.735276,-88.30104
"BARBER County ,KS","BARBER County ,KS,37.229979,-98.748117",BARBER County ,KS,37.229979,-98.748117
"BARBOUR County ,AL","BARBOUR County ,AL,31.81729,-85.354965",BARBOUR County ,AL,31.81729,-85.354965
"BARBOUR County ,WV","BARBOUR County ,WV,39.139869,-80.008775",BARBOUR County ,WV,39.139869,-80.008775
"BARNES County ,ND","BARNES County ,ND,46.926176,-98.122234",BARNES County ,ND,46.926176,-98.122234
"BARNSTABLE County ,MA","BARNSTABLE County ,MA,41.699096,-70.320911",BARNSTABLE County ,MA,41.699096,-70.320911
"BARNWELL County ,SC","BARNWELL County ,SC,33.279925,-81.471839",BARNWELL County ,SC,33.279925,-81.471839
"BARREN County ,KY","BARREN County ,KY,36.967684,-85.848624",BARREN County ,KY,36.967684,-85.848624
"BARRON County ,WI","BARRON County ,WI,45.360757,-91.776948",BARRON County ,WI,45.360757,-91.776948
"BARROW County ,GA","BARROW County ,GA,34.014267,-83.698657",BARROW County ,GA,34.014267,-83.698657
"BARRY County ,MI","BARRY County ,MI,42.535432,-85.354965",BARRY County ,MI,42.535432,-85.354965
"BARRY County ,MO","BARRY County ,MO,36.634526,-93.824824",BARRY County ,MO,36.634526,-93.824824
"BARTHOLOMEW County ,IN","BARTHOLOMEW County ,IN,39.206801,-85.889555",BARTHOLOMEW County ,IN,39.206801,-85.889555
"BARTON County ,KS","BARTON County ,KS,38.361384,-98.765148",BARTON County ,KS,38.361384,-98.765148
"BARTON County ,MO","BARTON County ,MO,37.474879,-94.315422",BARTON County ,MO,37.474879,-94.315422
"BARTOW County ,GA","BARTOW County ,GA,34.266047,-84.815078",BARTOW County ,GA,34.266047,-84.815078
"BASTROP County ,TX","BASTROP County ,TX,30.045871,-97.351656",BASTROP County ,TX,30.045871,-97.351656
"BATES County ,MO","BATES County ,MO,38.321675,-94.315422",BATES County ,MO,38.321675,-94.315422
"BATH County ,KY","BATH County ,KY,38.106816,-83.719914",BATH County ,KY,38.106816,-83.719914
"BATH County ,VA","BATH County ,VA,38.111733,-79.650211",BATH County ,VA,38.111733,-79.650211
"BAXTER County ,AR","BAXTER County ,AR,36.326182,-92.381362",BAXTER County ,AR,36.326182,-92.381362
"BAY County ,FL","BAY County ,FL,30.180531,-85.684578",BAY County ,FL,30.180531,-85.684578
"BAY County ,MI","BAY County ,MI,43.710973,-84.016742",BAY County ,MI,43.710973,-84.016742
"BAYFIELD County ,WI","BAYFIELD County ,WI,46.665048,-91.122201",BAYFIELD County ,WI,46.665048,-91.122201
"BAYLOR County ,TX","BAYLOR County ,TX,33.537393,-99.278558",BAYLOR County ,TX,33.537393,-99.278558
"BEADLE County ,SD","BEADLE County ,SD,44.479735,-98.221298",BEADLE County ,SD,44.479735,-98.221298
"BEAR LAKE County ,ID","BEAR LAKE County ,ID,42.228222,-111.284503",BEAR LAKE County ,ID,42.228222,-111.284503
"BEAUFORT County ,NC","BEAUFORT County ,NC,35.46135,-76.91821",BEAUFORT County ,NC,35.46135,-76.91821
"BEAUFORT County ,SC","BEAUFORT County ,SC,32.28604,-80.721442",BEAUFORT County ,SC,32.28604,-80.721442
"BEAUREGARD County ,LA","BEAUREGARD County ,LA,30.761148,-93.338892",BEAUREGARD County ,LA,30.761148,-93.338892
"BEAVER County ,OK","BEAVER County ,OK,36.744019,-100.529611",BEAVER County ,OK,36.744019,-100.529611
"BEAVER County ,PA","BEAVER County ,PA,40.636781,-80.365865",BEAVER County ,PA,40.636781,-80.365865
"BEAVER County ,UT","BEAVER County ,UT,38.326638,-113.287085",BEAVER County ,UT,38.326638,-113.287085
"BEAVERHEAD County ,MT","BEAVERHEAD County ,MT,45.213512,-113.109305",BEAVERHEAD County ,MT,45.213512,-113.109305
"BECKER County ,MN","BECKER County ,MN,46.916463,-95.703656",BECKER County ,MN,46.916463,-95.703656
"BECKHAM County ,OK","BECKHAM County ,OK,35.268727,-99.634135",BECKHAM County ,OK,35.268727,-99.634135
"BEDFORD County ,PA","BEDFORD County ,PA,39.986955,-78.566085",BEDFORD County ,PA,39.986955,-78.566085
"BEDFORD County ,TN","BEDFORD County ,TN,35.470247,-86.459209",BEDFORD County ,TN,35.470247,-86.459209
"BEDFORD County ,VA","BEDFORD County ,VA,37.253879,-79.470389",BEDFORD County ,VA,37.253879,-79.470389
"BEE County ,TX","BEE County ,TX,28.362421,-97.698227",BEE County ,TX,28.362421,-97.698227
"BELKNAP County ,NH","BELKNAP County ,NH,43.502425,-71.407394",BELKNAP County ,NH,43.502425,-71.407394
"BELL County ,KY","BELL County ,KY,36.741122,-83.634843",BELL County ,KY,36.741122,-83.634843
"BELL County ,TX","BELL County ,TX,31.134411,-97.524724",BELL County ,TX,31.134411,-97.524724
"BELMONT County ,OH","BELMONT County ,OH,40.032585,-80.89865",BELMONT County ,OH,40.032585,-80.89865
"BELTRAMI County ,MN","BELTRAMI County ,MN,48.037004,-94.828924",BELTRAMI County ,MN,48.037004,-94.828924
"BEN HILL County ,GA","BEN HILL County ,GA,31.766404,-83.207764",BEN HILL County ,GA,31.766404,-83.207764
"BENEWAH County ,ID","BENEWAH County ,ID,47.243784,-116.649943",BENEWAH County ,ID,47.243784,-116.649943
"BENNETT County ,SD","BENNETT County ,SD,43.122358,-101.615777",BENNETT County ,SD,43.122358,-101.615777
"BENNINGTON County ,VT","BENNINGTON County ,VT,43.027875,-73.13496",BENNINGTON County ,VT,43.027875,-73.13496
"BENT County ,CO","BENT County ,CO,38.003634,-103.08179",BENT County ,CO,38.003634,-103.08179
"BENTON County ,AR","BENTON County ,AR,36.266152,-94.479976",BENTON County ,AR,36.266152,-94.479976
"BENTON County ,IA","BENTON County ,IA,42.138725,-92.06652",BENTON County ,IA,42.138725,-92.06652
"BENTON County ,IN","BENTON County ,IN,40.644786,-87.34136",BENTON County ,IN,40.644786,-87.34136
"BENTON County ,MN","BENTON County ,MN,45.721106,-93.973285",BENTON County ,MN,45.721106,-93.973285
"BENTON County ,MO","BENTON County ,MO,38.35346,-93.338892",BENTON County ,MO,38.35346,-93.338892
"BENTON County ,MS","BENTON County ,MS,34.771267,-89.1706",BENTON County ,MS,34.771267,-89.1706
"BENTON County ,OR","BENTON County ,OR,44.628169,-123.387388",BENTON County ,OR,44.628169,-123.387388
"BENTON County ,TN","BENTON County ,TN,36.117024,-88.050979",BENTON County ,TN,36.117024,-88.050979
"BENTON County ,WA","BENTON County ,WA,46.316636,-119.502158",BENTON County ,WA,46.316636,-119.502158
"BENZIE County ,MI","BENZIE County ,MI,44.645845,-86.037126",BENZIE County ,MI,44.645845,-86.037126
"BERGEN County ,NJ","BERGEN County ,NJ,40.926276,-74.07701",BERGEN County ,NJ,40.926276,-74.07701
"BERKELEY County ,SC","BERKELEY County ,SC,33.126062,-80.008775",BERKELEY County ,SC,33.126062,-80.008775
"BERKELEY County ,WV","BERKELEY County ,WV,39.48856,-78.065193",BERKELEY County ,WV,39.48856,-78.065193
"BERKS County ,PA","BERKS County ,PA,40.345157,-75.992765",BERKS County ,PA,40.345157,-75.992765
"BERKSHIRE County ,MA","BERKSHIRE County ,MA,42.311782,-73.182162",BERKSHIRE County ,MA,42.311782,-73.182162
"BERNALILLO County ,NM","BERNALILLO County ,NM,35.017785,-106.62913",BERNALILLO County ,NM,35.017785,-106.62913
"BERRIEN County ,GA","BERRIEN County ,GA,31.311854,-83.207764",BERRIEN County ,GA,31.311854,-83.207764
"BERRIEN County ,MI","BERRIEN County ,MI,42.032074,-86.741637",BERRIEN County ,MI,42.032074,-86.741637
"BERTIE County ,NC","BERTIE County ,NC,36.024519,-76.964306",BERTIE County ,NC,36.024519,-76.964306
"BETHEL County ,AK","BETHEL County ,AK,61.093446,-160.864077",BETHEL County ,AK,61.093446,-160.864077
"BEXAR County ,TX","BEXAR County ,TX,29.420076,-98.572102",BEXAR County ,TX,29.420076,-98.572102
"BIBB County ,AL","BIBB County ,AL,32.95628,-87.142289",BIBB County ,AL,32.95628,-87.142289
"BIBB County ,GA","BIBB County ,GA,32.786574,-83.719914",BIBB County ,GA,32.786574,-83.719914
"BIENVILLE County ,LA","BIENVILLE County ,LA,32.41074,-93.017571",BIENVILLE County ,LA,32.41074,-93.017571
"BIG HORN County ,MT","BIG HORN County ,MT,45.349657,-107.271577",BIG HORN County ,MT,45.349657,-107.271577
"BIG HORN County ,WY","BIG HORN County ,WY,44.603639,-108.094112",BIG HORN County ,WY,44.603639,-108.094112
"BIG STONE County ,MN","BIG STONE County ,MN,45.493205,-96.4724",BIG STONE County ,MN,45.493205,-96.4724
"BINGHAM County ,ID","BINGHAM County ,ID,43.21123,-112.362415",BINGHAM County ,ID,43.21123,-112.362415
"BLACK HAWK County ,IA","BLACK HAWK County ,IA,42.447804,-92.381362",BLACK HAWK County ,IA,42.447804,-92.381362
"BLACKFORD County ,IN","BLACKFORD County ,IN,40.499278,-85.313622",BLACKFORD County ,IN,40.499278,-85.313622
"BLADEN County ,NC","BLADEN County ,NC,34.58824,-78.566085",BLADEN County ,NC,34.58824,-78.566085
"BLAINE County ,ID","BLAINE County ,ID,43.474343,-113.966445",BLAINE County ,ID,43.474343,-113.966445
"BLAINE County ,MT","BLAINE County ,MT,48.60654,-108.946225",BLAINE County ,MT,48.60654,-108.946225
"BLAINE County ,OK","BLAINE County ,OK,35.882549,-98.396494",BLAINE County ,OK,35.882549,-98.396494
"BLAIR County ,PA","BLAIR County ,PA,40.453132,-78.384223",BLAIR County ,PA,40.453132,-78.384223
"BLANCO County ,TX","BLANCO County ,TX,30.350051,-98.396494",BLANCO County ,TX,30.350051,-98.396494
"BLAND County ,VA","BLAND County ,VA,37.092499,-81.119608",BLAND County ,VA,37.092499,-81.119608
"BLECKLEY County ,GA","BLECKLEY County ,GA,32.408785,-83.378939",BLECKLEY County ,GA,32.408785,-83.378939
"BLEDSOE County ,TN","BLEDSOE County ,TN,35.602886,-85.230841",BLEDSOE County ,TN,35.602886,-85.230841
"BLOUNT County ,AL","BLOUNT County ,AL,34.014515,-86.499655",BLOUNT County ,AL,34.014515,-86.499655
"BLOUNT County ,TN","BLOUNT County ,TN,35.671054,-83.847302",BLOUNT County ,TN,35.671054,-83.847302
"BLUE EARTH County ,MN","BLUE EARTH County ,MN,43.950513,-93.987843",BLUE EARTH County ,MN,43.950513,-93.987843
"BOISE County ,ID","BOISE County ,ID,43.960479,-115.856311",BOISE County ,ID,43.960479,-115.856311
"BOLIVAR County ,MS","BOLIVAR County ,MS,33.882996,-90.8294",BOLIVAR County ,MS,33.882996,-90.8294
"BOLLINGER County ,MO","BOLLINGER County ,MO,37.21156,-90.074677",BOLLINGER County ,MO,37.21156,-90.074677
"BON HOMME County ,SD","BON HOMME County ,SD,42.981484,-97.87216",BON HOMME County ,SD,42.981484,-97.87216
"BOND County ,IL","BOND County ,IL,38.902985,-89.474218",BOND County ,IL,38.902985,-89.474218
"BONNER County ,ID","BONNER County ,ID,48.275178,-116.593148",BONNER County ,ID,48.275178,-116.593148
"BONNEVILLE County ,ID","BONNEVILLE County ,ID,43.450868,-111.545529",BONNEVILLE County ,ID,43.450868,-111.545529
"BOONE County ,AR","BOONE County ,AR,36.311866,-93.017571",BOONE County ,AR,36.311866,-93.017571
"BOONE County ,IA","BOONE County ,IA,42.088175,-93.987843",BOONE County ,IA,42.088175,-93.987843
"BOONE County ,IL","BOONE County ,IL,42.348498,-88.826301",BOONE County ,IL,42.348498,-88.826301
"BOONE County ,IN","BOONE County ,IN,40.010616,-86.499655",BOONE County ,IN,40.010616,-86.499655
"BOONE County ,KY","BOONE County ,KY,38.994057,-84.731556",BOONE County ,KY,38.994057,-84.731556
"BOONE County ,MO","BOONE County ,MO,39.046855,-92.381362",BOONE County ,MO,39.046855,-92.381362
"BOONE County ,NE","BOONE County ,NE,41.717233,-98.046518",BOONE County ,NE,41.717233,-98.046518
"BOONE County ,WV","BOONE County ,WV,37.983861,-81.734942",BOONE County ,WV,37.983861,-81.734942
"BOSQUE County ,TX","BOSQUE County ,TX,31.850761,-97.698227",BOSQUE County ,TX,31.850761,-97.698227
"BOSSIER County ,LA","BOSSIER County ,LA,32.755132,-93.662324",BOSSIER County ,LA,32.755132,-93.662324
"BOTETOURT County ,VA","BOTETOURT County ,VA,37.577461,-79.784842",BOTETOURT County ,VA,37.577461,-79.784842
"BOTTINEAU County ,ND","BOTTINEAU County ,ND,48.782073,-100.748634",BOTTINEAU County ,ND,48.782073,-100.748634
"BOULDER County ,CO","BOULDER County ,CO,40.151211,-105.500548",BOULDER County ,CO,40.151211,-105.500548
"BOUNDARY County ,ID","BOUNDARY County ,ID,48.798762,-116.562706",BOUNDARY County ,ID,48.798762,-116.562706
"BOURBON County ,KS","BOURBON County ,KS,37.795709,-94.810595",BOURBON County ,KS,37.795709,-94.810595
"BOURBON County ,KY","BOURBON County ,KY,38.217075,-84.22788",BOURBON County ,KY,38.217075,-84.22788
"BOWIE County ,TX","BOWIE County ,TX,33.447329,-94.479976",BOWIE County ,TX,33.447329,-94.479976
"BOWMAN County ,ND","BOWMAN County ,ND,46.094546,-103.556038",BOWMAN County ,ND,46.094546,-103.556038
"BOX BUTTE County ,NE","BOX BUTTE County ,NE,42.191147,-103.08179",BOX BUTTE County ,NE,42.191147,-103.08179
"BOX ELDER County ,UT","BOX ELDER County ,UT,41.538009,-113.191802",BOX ELDER County ,UT,41.538009,-113.191802
"BOYD County ,KY","BOYD County ,KY,38.383327,-82.691543",BOYD County ,KY,38.383327,-82.691543
"BOYLE County ,KY","BOYLE County ,KY,37.652603,-84.815078",BOYLE County ,KY,37.652603,-84.815078
"BRACKEN County ,KY","BRACKEN County ,KY,38.711702,-84.059029",BRACKEN County ,KY,38.711702,-84.059029
"BRADFORD County ,FL","BRADFORD County ,FL,29.972382,-82.171363",BRADFORD County ,FL,29.972382,-82.171363
"BRADFORD County ,PA","BRADFORD County ,PA,41.83625,-76.548823",BRADFORD County ,PA,41.83625,-76.548823
"BRADLEY County ,AR","BRADLEY County ,AR,33.508137,-92.223667",BRADLEY County ,AR,33.508137,-92.223667
"BRADLEY County ,TN","BRADLEY County ,TN,35.193778,-84.856793",BRADLEY County ,TN,35.193778,-84.856793
"BRANCH County ,MI","BRANCH County ,MI,41.891384,-85.023346",BRANCH County ,MI,41.891384,-85.023346
"BRANTLEY County ,GA","BRANTLEY County ,GA,31.151096,-81.997111",BRANTLEY County ,GA,31.151096,-81.997111
"BRAXTON County ,WV","BRAXTON County ,WV,38.702337,-80.721442",BRAXTON County ,WV,38.702337,-80.721442
"BRAZORIA County ,TX","BRAZORIA County ,TX,29.213186,-95.477781",BRAZORIA County ,TX,29.213186,-95.477781
"BRAZOS County ,TX","BRAZOS County ,TX,30.650414,-96.322607",BRAZOS County ,TX,30.650414,-96.322607
"BREATHITT County ,KY","BREATHITT County ,KY,37.535962,-83.336188",BREATHITT County ,KY,37.535962,-83.336188
"BRECKINRIDGE County ,KY","BRECKINRIDGE County ,KY,37.7982,-86.459209",BRECKINRIDGE County ,KY,37.7982,-86.459209
"BREMER County ,IA","BREMER County ,IA,42.761082,-92.381362",BREMER County ,IA,42.761082,-92.381362
"BREVARD County ,FL","BREVARD County ,FL,28.263933,-80.721442",BREVARD County ,FL,28.263933,-80.721442
"BREWSTER County ,TX","BREWSTER County ,TX,29.662994,-103.358729",BREWSTER County ,TX,29.662994,-103.358729
"BRISTOL County ,MA","BRISTOL County ,MA,41.793841,-71.144852",BRISTOL County ,MA,41.793841,-71.144852
"BRISTOL County ,RI","BRISTOL County ,RI,41.725789,-71.311177",BRISTOL County ,RI,41.725789,-71.311177
"BRISTOL County ,VA","BRISTOL County ,VA,37.092947,-82.345189",BRISTOL County ,VA,37.092947,-82.345189
"BROADWATER County ,MT","BROADWATER County ,MT,46.269373,-111.451972",BROADWATER County ,MT,46.269373,-111.451972
"BRONX County ,NY","BRONX County ,NY,40.83705,-73.865429",BRONX County ,NY,40.83705,-73.865429
"BROOKE County ,WV","BROOKE County ,WV,40.269776,-80.566066",BROOKE County ,WV,40.269776,-80.566066
"BROOKINGS County ,SD","BROOKINGS County ,SD,44.421159,-96.8351",BROOKINGS County ,SD,44.421159,-96.8351
"BROOKS County ,GA","BROOKS County ,GA,30.873016,-83.549657",BROOKS County ,GA,30.873016,-83.549657
"BROOKS County ,TX","BROOKS County ,TX,27.027306,-98.221298",BROOKS County ,TX,27.027306,-98.221298
"BROOME County ,NY","BROOME County ,NY,42.179187,-75.853395",BROOME County ,NY,42.179187,-75.853395
"BROOMFIELD County ,CO","BROOMFIELD County ,CO,39.942015,-105.044052",BROOMFIELD County ,CO,39.942015,-105.044052
"BROWARD County ,FL","BROWARD County ,FL,26.190096,-80.365865",BROWARD County ,FL,26.190096,-80.365865
"BROWN County ,IL","BROWN County ,IL,39.937957,-90.715275",BROWN County ,IL,39.937957,-90.715275
"BROWN County ,IN","BROWN County ,IN,39.174973,-86.175176",BROWN County ,IN,39.174973,-86.175176
"BROWN County ,KS","BROWN County ,KS,39.770047,-95.477781",BROWN County ,KS,39.770047,-95.477781
"BROWN County ,MN","BROWN County ,MN,44.229438,-94.645035",BROWN County ,MN,44.229438,-94.645035
"BROWN County ,OH","BROWN County ,OH,38.930034,-83.869923",BROWN County ,OH,38.930034,-83.869923
"BROWN County ,SD","BROWN County ,SD,45.758152,-98.254265",BROWN County ,SD,45.758152,-98.254265
"BROWN County ,TX","BROWN County ,TX,31.770511,-98.924534",BROWN County ,TX,31.770511,-98.924534
"BROWN County ,WI","BROWN County ,WI,44.456167,-87.93348",BROWN County ,WI,44.456167,-87.93348
"BRULE County ,SD","BRULE County ,SD,43.657252,-99.10135",BRULE County ,SD,43.657252,-99.10135
"BRUNSWICK County ,NC","BRUNSWICK County ,NC,34.02754,-78.202039",BRUNSWICK County ,NC,34.02754,-78.202039
"BRUNSWICK County ,VA","BRUNSWICK County ,VA,36.757059,-77.836728",BRUNSWICK County ,VA,36.757059,-77.836728
"BRYAN County ,GA","BRYAN County ,GA,32.023658,-81.471839",BRYAN County ,GA,32.023658,-81.471839
"BRYAN County ,OK","BRYAN County ,OK,33.902127,-96.322607",BRYAN County ,OK,33.902127,-96.322607
"BUCHANAN County ,IA","BUCHANAN County ,IA,42.456601,-91.909924",BUCHANAN County ,IA,42.456601,-91.909924
"BUCHANAN County ,MO","BUCHANAN County ,MO,39.634979,-94.810595",BUCHANAN County ,MO,39.634979,-94.810595
"BUCHANAN County ,VA","BUCHANAN County ,VA,37.240313,-81.997111",BUCHANAN County ,VA,37.240313,-81.997111
"BUCKINGHAM County ,VA","BUCKINGHAM County ,VA,37.507008,-78.566085",BUCKINGHAM County ,VA,37.507008,-78.566085
"BUCKS County ,PA","BUCKS County ,PA,40.410796,-75.247906",BUCKS County ,PA,40.410796,-75.247906
"BUENA VISTA CITY County ,VA","BUENA VISTA CITY County ,VA,37.7343,-79.353924",BUENA VISTA CITY County ,VA,37.7343,-79.353924
"BUENA VISTA County ,IA","BUENA VISTA County ,IA,42.670545,-95.143207",BUENA VISTA County ,IA,42.670545,-95.143207
"BUFFALO County ,NE","BUFFALO County ,NE,40.841022,-99.10135",BUFFALO County ,NE,40.841022,-99.10135
"BUFFALO County ,WI","BUFFALO County ,WI,44.310235,-91.753882",BUFFALO County ,WI,44.310235,-91.753882
"BULLITT County ,KY","BULLITT County ,KY,37.984211,-85.684578",BULLITT County ,KY,37.984211,-85.684578
"BULLOCH County ,GA","BULLOCH County ,GA,32.359568,-81.778702",BULLOCH County ,GA,32.359568,-81.778702
"BULLOCK County ,AL","BULLOCK County ,AL,32.057354,-85.725637",BULLOCK County ,AL,32.057354,-85.725637
"BUNCOMBE County ,NC","BUNCOMBE County ,NC,35.593138,-82.475276",BUNCOMBE County ,NC,35.593138,-82.475276
"BUREAU County ,IL","BUREAU County ,IL,41.359916,-89.474218",BUREAU County ,IL,41.359916,-89.474218
"BURKE County ,GA","BURKE County ,GA,33.088805,-81.953482",BURKE County ,GA,33.088805,-81.953482
"BURKE County ,NC","BURKE County ,NC,35.761693,-81.734942",BURKE County ,NC,35.761693,-81.734942
"BURKE County ,ND","BURKE County ,ND,48.770438,-102.463369",BURKE County ,ND,48.770438,-102.463369
"BURLEIGH County ,ND","BURLEIGH County ,ND,47.044855,-100.504968",BURLEIGH County ,ND,47.044855,-100.504968
"BURLESON County ,TX","BURLESON County ,TX,30.450026,-96.663812",BURLESON County ,TX,30.450026,-96.663812
"BURLINGTON County ,NJ","BURLINGTON County ,NJ,39.855849,-74.686882",BURLINGTON County ,NJ,39.855849,-74.686882
"BURNET County ,TX","BURNET County ,TX,30.727035,-98.221298",BURNET County ,TX,30.727035,-98.221298
"BURNETT County ,WI","BURNETT County ,WI,45.805119,-92.288813",BURNETT County ,WI,45.805119,-92.288813
"BURT County ,NE","BURT County ,NE,41.825206,-96.322607",BURT County ,NE,41.825206,-96.322607
"BUTLER County ,AL","BUTLER County ,AL,31.676028,-86.661108",BUTLER County ,AL,31.676028,-86.661108
"BUTLER County ,IA","BUTLER County ,IA,42.750219,-92.85771",BUTLER County ,IA,42.750219,-92.85771
"BUTLER County ,KS","BUTLER County ,KS,37.864944,-96.8351",BUTLER County ,KS,37.864944,-96.8351
"BUTLER County ,KY","BUTLER County ,KY,37.20864,-86.701389",BUTLER County ,KY,37.20864,-86.701389
"BUTLER County ,MO","BUTLER County ,MO,36.695134,-90.374835",BUTLER County ,MO,36.695134,-90.374835
"BUTLER County ,NE","BUTLER County ,NE,41.137573,-97.179026",BUTLER County ,NE,41.137573,-97.179026
"BUTLER County ,OH","BUTLER County ,OH,39.440463,-84.522219",BUTLER County ,OH,39.440463,-84.522219
"BUTLER County ,PA","BUTLER County ,PA,40.911524,-79.829674",BUTLER County ,PA,40.911524,-79.829674
"BUTTE County ,CA","BUTTE County ,CA,39.644591,-121.554306",BUTTE County ,CA,39.644591,-121.554306
"BUTTE County ,ID","BUTTE County ,ID,43.64482,-113.184138",BUTTE County ,ID,43.64482,-113.184138
"BUTTE County ,SD","BUTTE County ,SD,44.925199,-103.700893",BUTTE County ,SD,44.925199,-103.700893
